Country,Education,Experience,Age,Salary
Italy,Post grad,25.0,55-64 years old,30267.0
India,Bachelor’s degree,2.0,18-24 years old,15358.0
Canada,Bachelor’s degree,29.0,45-54 years old,132355.0
Canada,Master’s degree,4.0,25-34 years old,114203.0
United States,Master’s degree,6.0,35-44 years old,125000.0
Poland,Bachelor’s degree,6.0,25-34 years old,54675.0
United States,Bachelor’s degree,1.0,25-34 years old,75000.0
Canada,Master’s degree,0.5,25-34 years old,50673.0
United States,Post grad,5.0,25-34 years old,50000.0
Switzerland,Post grad,18.0,35-44 years old,254122.0
Spain,Bachelor’s degree,1.0,18-24 years old,16860.0
United States,Bachelor’s degree,28.0,45-54 years old,250000.0
United States,Post grad,0.5,25-34 years old,130000.0
United States,Bachelor’s degree,5.0,25-34 years old,50000.0
Brazil,Bachelor’s degree,1.0,25-34 years old,19236.0
United States,Bachelor’s degree,20.0,35-44 years old,156000.0
India,Master’s degree,4.0,25-34 years old,20314.0
United States,Master’s degree,3.0,25-34 years old,70000.0
United States,Master’s degree,6.0,25-34 years old,30000.0
Australia,Bachelor’s degree,15.0,35-44 years old,133619.0
Australia,Less than a Bachelors,23.0,45-54 years old,90193.0
Australia,Bachelor’s degree,5.0,25-34 years old,68146.0
India,Bachelor’s degree,6.0,25-34 years old,21641.0
Australia,Bachelor’s degree,5.0,25-34 years old,62133.0
Canada,Bachelor’s degree,2.0,18-24 years old,52942.0
Australia,Master’s degree,0.5,35-44 years old,80172.0
Australia,Post grad,15.0,25-34 years old,86853.0
France,Post grad,8.0,25-34 years old,48644.0
Netherlands,Master’s degree,9.0,25-34 years old,76750.0
Spain,Post grad,5.0,25-34 years old,16212.0
Canada,Master’s degree,4.0,25-34 years old,90758.0
India,Bachelor’s degree,5.0,25-34 years old,16754.0
France,Master’s degree,10.0,35-44 years old,64860.0
United Kingdom,Master’s degree,29.0,45-54 years old,90482.0
Germany,Master’s degree,15.0,25-34 years old,64860.0
Germany,Post grad,5.0,35-44 years old,81074.0
United Kingdom,Bachelor’s degree,4.0,25-34 years old,77556.0
India,Bachelor’s degree,10.0,35-44 years old,15358.0
United Kingdom,Bachelor’s degree,16.0,35-44 years old,89189.0
France,Master’s degree,30.0,45-54 years old,97288.0
India,Bachelor’s degree,4.0,25-34 years old,25128.0
India,Master’s degree,5.0,25-34 years old,30716.0
Spain,Bachelor’s degree,20.0,45-54 years old,54049.0
United Kingdom,Post grad,3.0,25-34 years old,55582.0
Netherlands,Master’s degree,5.0,25-34 years old,40212.0
United Kingdom,Bachelor’s degree,11.0,25-34 years old,77556.0
Switzerland,Master’s degree,7.0,25-34 years old,162638.0
Poland,Master’s degree,3.0,25-34 years old,27923.0
India,Bachelor’s degree,3.0,25-34 years old,13962.0
India,Bachelor’s degree,0.5,18-24 years old,16752.0
Germany,Master’s degree,2.0,25-34 years old,51888.0
Germany,Less than a Bachelors,11.0,25-34 years old,270245.0
India,Post grad,4.0,18-24 years old,67020.0
Germany,Post grad,0.5,25-34 years old,135123.0
Netherlands,Less than a Bachelors,11.0,25-34 years old,25944.0
Italy,Master’s degree,2.0,25-34 years old,19452.0
France,Post grad,10.0,25-34 years old,118908.0
India,Bachelor’s degree,3.0,18-24 years old,12119.0
Germany,Less than a Bachelors,3.0,25-34 years old,37620.0
France,Bachelor’s degree,10.0,35-44 years old,108098.0
Germany,Bachelor’s degree,5.0,18-24 years old,64860.0
India,Bachelor’s degree,13.0,25-34 years old,127332.0
United States,Bachelor’s degree,26.0,55-64 years old,100000.0
United States,Master’s degree,2.0,25-34 years old,75000.0
United Kingdom,Post grad,0.5,35-44 years old,62045.0
Brazil,Less than a Bachelors,1.0,18-24 years old,62400.0
Canada,Bachelor’s degree,5.0,25-34 years old,96808.0
Brazil,Less than a Bachelors,3.0,18-24 years old,40545.0
United States,Bachelor’s degree,14.0,35-44 years old,80000.0
United Kingdom,Bachelor’s degree,1.0,25-34 years old,32315.0
United States,Bachelor’s degree,8.0,25-34 years old,140000.0
Poland,Bachelor’s degree,3.0,25-34 years old,33408.0
Poland,Master’s degree,14.0,35-44 years old,63281.0
United States,Bachelor’s degree,8.0,35-44 years old,200000.0
United States,Master’s degree,4.0,25-34 years old,83000.0
Canada,Bachelor’s degree,5.0,35-44 years old,83951.0
Germany,Post grad,10.0,35-44 years old,140527.0
United States,Master’s degree,8.0,25-34 years old,205000.0
Brazil,Master’s degree,11.0,35-44 years old,68724.0
United States,Post grad,17.0,Prefer not to say,180000.0
United States,Bachelor’s degree,4.0,18-24 years old,55820.0
United States,Master’s degree,10.0,35-44 years old,100000.0
United States,Bachelor’s degree,5.0,18-24 years old,150000.0
Brazil,Master’s degree,21.0,35-44 years old,54972.0
Brazil,Master’s degree,21.0,35-44 years old,57720.0
France,Master’s degree,3.0,25-34 years old,41077.0
United States,Bachelor’s degree,17.0,35-44 years old,292000.0
United Kingdom,Post grad,17.0,35-44 years old,116333.0
United States,Bachelor’s degree,21.0,45-54 years old,146000.0
Germany,Master’s degree,7.0,25-34 years old,58368.0
United States,Less than a Bachelors,20.0,35-44 years old,160000.0
United Kingdom,Bachelor’s degree,30.0,45-54 years old,46533.0
United States,Less than a Bachelors,2.0,18-24 years old,34000.0
United States,Bachelor’s degree,5.0,25-34 years old,56000.0
France,Master’s degree,9.0,25-34 years old,33264.0
United Kingdom,Master’s degree,2.0,25-34 years old,42656.0
United States,Less than a Bachelors,25.0,35-44 years old,105000.0
United States,Post grad,7.0,35-44 years old,150000.0
United States,Bachelor’s degree,0.5,25-34 years old,60000.0
United States,Bachelor’s degree,10.0,25-34 years old,105000.0
Brazil,Bachelor’s degree,2.0,25-34 years old,11820.0
United States,Bachelor’s degree,25.0,45-54 years old,70000.0
United States,Master’s degree,2.0,25-34 years old,167000.0
Spain,Post grad,9.0,35-44 years old,25944.0
United States,Bachelor’s degree,10.0,35-44 years old,95000.0
United States,Bachelor’s degree,10.0,25-34 years old,136800.0
United States,Bachelor’s degree,15.0,35-44 years old,240000.0
United States,Less than a Bachelors,10.0,35-44 years old,75000.0
United States,Bachelor’s degree,30.0,45-54 years old,185500.0
Netherlands,Master’s degree,14.0,25-34 years old,54049.0
United States,Master’s degree,14.0,35-44 years old,170000.0
United States,Less than a Bachelors,7.0,35-44 years old,97000.0
United States,Bachelor’s degree,6.0,35-44 years old,63000.0
Germany,Master’s degree,16.0,25-34 years old,60535.0
United States,Bachelor’s degree,3.0,25-34 years old,75000.0
United States,Post grad,6.0,25-34 years old,90000.0
United States,Master’s degree,1.0,25-34 years old,105000.0
United States,Bachelor’s degree,2.0,25-34 years old,80000.0
United States,Less than a Bachelors,32.0,55-64 years old,39000.0
Brazil,Less than a Bachelors,3.0,25-34 years old,16488.0
Italy,Bachelor’s degree,10.0,25-34 years old,45401.0
Canada,Less than a Bachelors,5.0,35-44 years old,49160.0
Poland,Less than a Bachelors,4.0,18-24 years old,12144.0
United Kingdom,Master’s degree,20.0,35-44 years old,15516.0
Spain,Master’s degree,25.0,45-54 years old,43239.0
Canada,Bachelor’s degree,1.0,18-24 years old,42354.0
United States,Master’s degree,10.0,35-44 years old,87500.0
United States,Bachelor’s degree,5.0,18-24 years old,210000.0
United Kingdom,Post grad,4.0,35-44 years old,64630.0
United States,Post grad,11.0,35-44 years old,170000.0
Australia,Less than a Bachelors,21.0,45-54 years old,152159.0
United States,Bachelor’s degree,0.5,18-24 years old,85000.0
Canada,Less than a Bachelors,12.0,35-44 years old,71093.0
Canada,Bachelor’s degree,0.5,25-34 years old,73362.0
Australia,Bachelor’s degree,35.0,55-64 years old,90193.0
Australia,Bachelor’s degree,2.0,18-24 years old,26200.0
Australia,Bachelor’s degree,4.0,35-44 years old,105250.0
United States,Less than a Bachelors,4.0,25-34 years old,55000.0
Brazil,Master’s degree,5.0,25-34 years old,13740.0
United States,Less than a Bachelors,10.0,35-44 years old,60000.0
United States,Post grad,12.0,25-34 years old,125000.0
Australia,Post grad,7.0,35-44 years old,48108.0
Brazil,Bachelor’s degree,5.0,18-24 years old,16488.0
India,Master’s degree,2.0,25-34 years old,36300.0
United States,Less than a Bachelors,10.0,45-54 years old,24000.0
India,Bachelor’s degree,10.0,25-34 years old,27923.0
India,Bachelor’s degree,12.0,35-44 years old,16752.0
United States,Master’s degree,23.0,45-54 years old,200000.0
Switzerland,Master’s degree,7.0,25-34 years old,127061.0
India,Master’s degree,8.0,25-34 years old,100000.0
Australia,Less than a Bachelors,10.0,25-34 years old,63469.0
Germany,Master’s degree,20.0,35-44 years old,75669.0
India,Bachelor’s degree,8.0,25-34 years old,25128.0
Canada,Bachelor’s degree,5.0,25-34 years old,52942.0
France,Post grad,16.0,35-44 years old,44100.0
India,Bachelor’s degree,5.0,25-34 years old,15358.0
Germany,Master’s degree,6.0,25-34 years old,155664.0
Spain,Bachelor’s degree,3.0,25-34 years old,28105.0
United Kingdom,Master’s degree,20.0,35-44 years old,161550.0
India,Bachelor’s degree,4.0,25-34 years old,25131.0
Germany,Master’s degree,7.0,25-34 years old,51888.0
France,Master’s degree,13.0,35-44 years old,151337.0
Germany,Less than a Bachelors,23.0,45-54 years old,91883.0
United Kingdom,Master’s degree,2.0,35-44 years old,51704.0
Netherlands,Less than a Bachelors,14.0,25-34 years old,81074.0
Australia,Post grad,21.0,45-54 years old,156000.0
United Kingdom,Bachelor’s degree,0.5,18-24 years old,31022.0
United Kingdom,Master’s degree,4.0,25-34 years old,142185.0
United Kingdom,Bachelor’s degree,40.0,55-64 years old,109871.0
France,Post grad,24.0,45-54 years old,95126.0
United Kingdom,Bachelor’s degree,37.0,55-64 years old,90482.0
France,Master’s degree,2.0,25-34 years old,39996.0
United Kingdom,Bachelor’s degree,11.0,25-34 years old,161574.0
France,Master’s degree,5.0,25-34 years old,64859.0
India,Master’s degree,18.0,35-44 years old,47470.0
India,Bachelor’s degree,2.0,25-34 years old,11724.0
Italy,Master’s degree,12.0,25-34 years old,129718.0
United Kingdom,Bachelor’s degree,12.0,25-34 years old,122796.0
United Kingdom,Master’s degree,7.0,25-34 years old,122796.0
Poland,Less than a Bachelors,6.0,25-34 years old,21264.0
Germany,Master’s degree,0.5,25-34 years old,59454.0
Germany,Master’s degree,3.0,25-34 years old,48644.0
United Kingdom,Bachelor’s degree,8.0,25-34 years old,48881.0
Netherlands,Less than a Bachelors,3.0,18-24 years old,47352.0
United Kingdom,Bachelor’s degree,35.0,55-64 years old,109871.0
India,Master’s degree,20.0,35-44 years old,79582.0
Italy,Master’s degree,2.0,35-44 years old,24000.0
Spain,Less than a Bachelors,20.0,35-44 years old,70264.0
France,Master’s degree,2.0,35-44 years old,36753.0
India,Bachelor’s degree,1.0,18-24 years old,16752.0
United Kingdom,Master’s degree,6.0,25-34 years old,64630.0
Spain,Less than a Bachelors,32.0,45-54 years old,32429.0
Germany,Less than a Bachelors,15.0,35-44 years old,64859.0
Germany,Less than a Bachelors,9.0,25-34 years old,155000.0
Spain,Post grad,3.0,25-34 years old,29149.0
United Kingdom,Post grad,36.0,55-64 years old,51704.0
Germany,Post grad,21.0,45-54 years old,216196.0
Spain,Bachelor’s degree,7.0,25-34 years old,54049.0
Brazil,Master’s degree,1.0,25-34 years old,15672.0
India,Bachelor’s degree,10.0,25-34 years old,20943.0
United Kingdom,Bachelor’s degree,20.0,35-44 years old,64242.0
Australia,Less than a Bachelors,20.0,35-44 years old,116249.0
Germany,Master’s degree,3.0,25-34 years old,59454.0
Germany,Master’s degree,8.0,35-44 years old,64859.0
India,Bachelor’s degree,3.0,18-24 years old,15358.0
Spain,Less than a Bachelors,3.0,18-24 years old,20760.0
Canada,Bachelor’s degree,2.0,25-34 years old,47648.0
Germany,Post grad,4.0,35-44 years old,68748.0
Brazil,Master’s degree,20.0,45-54 years old,13740.0
United Kingdom,Bachelor’s degree,10.0,25-34 years old,64630.0
United States,Bachelor’s degree,13.0,45-54 years old,127400.0
Spain,Bachelor’s degree,1.0,25-34 years old,28105.0
Canada,Bachelor’s degree,22.0,35-44 years old,75631.0
United Kingdom,Post grad,34.0,55-64 years old,82726.0
United States,Bachelor’s degree,8.0,25-34 years old,159000.0
United States,Post grad,4.0,25-34 years old,120000.0
United States,Master’s degree,8.0,35-44 years old,100000.0
Australia,Master’s degree,10.0,35-44 years old,133619.0
Switzerland,Post grad,5.0,25-34 years old,89451.0
United States,Bachelor’s degree,13.0,35-44 years old,63315.0
United Kingdom,Bachelor’s degree,9.0,35-44 years old,40070.0
United States,Bachelor’s degree,25.0,35-44 years old,95000.0
United States,Master’s degree,5.0,25-34 years old,140000.0
United States,Master’s degree,3.0,25-34 years old,74000.0
United Kingdom,Bachelor’s degree,42.0,55-64 years old,71093.0
United States,Bachelor’s degree,3.0,25-34 years old,80000.0
Canada,Bachelor’s degree,1.0,18-24 years old,83194.0
United States,Post grad,2.0,25-34 years old,50000.0
United States,Less than a Bachelors,31.0,45-54 years old,137000.0
United States,Bachelor’s degree,21.0,35-44 years old,230000.0
United States,Bachelor’s degree,22.0,35-44 years old,120000.0
United States,Less than a Bachelors,4.0,35-44 years old,67000.0
United States,Less than a Bachelors,5.0,25-34 years old,70000.0
United States,Master’s degree,42.0,65 years or older,120000.0
France,Master’s degree,12.0,25-34 years old,72426.0
United States,Less than a Bachelors,20.0,35-44 years old,140000.0
Spain,Master’s degree,15.0,35-44 years old,49725.0
United States,Less than a Bachelors,20.0,35-44 years old,80000.0
United States,Bachelor’s degree,23.0,45-54 years old,140000.0
United States,Bachelor’s degree,4.0,18-24 years old,44000.0
United States,Bachelor’s degree,1.0,18-24 years old,85000.0
Germany,Master’s degree,15.0,25-34 years old,101612.0
United States,Bachelor’s degree,25.0,45-54 years old,97000.0
United States,Bachelor’s degree,10.0,25-34 years old,170000.0
United States,Master’s degree,8.0,45-54 years old,240000.0
France,Master’s degree,1.0,18-24 years old,41077.0
United States,Bachelor’s degree,23.0,45-54 years old,160000.0
United States,Less than a Bachelors,48.0,65 years or older,145000.0
Germany,Less than a Bachelors,5.0,35-44 years old,41077.0
United States,Bachelor’s degree,8.0,25-34 years old,25000.0
Spain,Less than a Bachelors,24.0,45-54 years old,16476.0
United States,Post grad,6.0,35-44 years old,168000.0
United States,Master’s degree,4.0,25-34 years old,73000.0
United States,Post grad,8.0,35-44 years old,125000.0
France,Master’s degree,3.0,25-34 years old,62697.0
United States,Post grad,10.0,35-44 years old,171000.0
Germany,Master’s degree,2.0,25-34 years old,45396.0
India,Bachelor’s degree,1.0,25-34 years old,25128.0
United States,Master’s degree,10.0,25-34 years old,180000.0
United States,Post grad,5.0,35-44 years old,130000.0
United States,Bachelor’s degree,6.0,55-64 years old,215000.0
United States,Bachelor’s degree,10.0,35-44 years old,133000.0
United Kingdom,Post grad,43.0,55-64 years old,71093.0
United States,Master’s degree,16.0,45-54 years old,115000.0
United States,Master’s degree,5.0,25-34 years old,130000.0
United States,Master’s degree,3.0,25-34 years old,86000.0
United States,Master’s degree,3.0,25-34 years old,94000.0
Canada,Master’s degree,15.0,55-64 years old,83194.0
United States,Master’s degree,8.0,25-34 years old,75000.0
Canada,Bachelor’s degree,16.0,35-44 years old,189078.0
United States,Master’s degree,6.0,25-34 years old,215000.0
United States,Master’s degree,4.0,25-34 years old,190000.0
United States,Bachelor’s degree,40.0,65 years or older,130000.0
Spain,Master’s degree,15.0,35-44 years old,46482.0
United States,Master’s degree,4.0,25-34 years old,130000.0
Canada,Master’s degree,12.0,35-44 years old,56723.0
United States,Bachelor’s degree,0.5,25-34 years old,64000.0
Canada,Master’s degree,22.0,35-44 years old,95295.0
United States,Post grad,25.0,45-54 years old,300000.0
United States,Master’s degree,25.0,45-54 years old,122000.0
United States,Post grad,10.0,35-44 years old,210000.0
United States,Master’s degree,13.0,35-44 years old,86000.0
United States,Bachelor’s degree,18.0,45-54 years old,151500.0
United States,Master’s degree,4.0,25-34 years old,90000.0
United States,Bachelor’s degree,4.0,25-34 years old,77000.0
United Kingdom,Master’s degree,17.0,35-44 years old,96945.0
Canada,Less than a Bachelors,5.0,25-34 years old,64287.0
Canada,Bachelor’s degree,2.0,25-34 years old,60505.0
United Kingdom,Post grad,3.0,25-34 years old,46533.0
United States,Bachelor’s degree,7.0,45-54 years old,90000.0
United States,Bachelor’s degree,4.0,25-34 years old,65000.0
Germany,Master’s degree,9.0,25-34 years old,85608.0
Netherlands,Less than a Bachelors,3.0,18-24 years old,12972.0
Canada,Bachelor’s degree,20.0,35-44 years old,128573.0
United States,Post grad,4.0,25-34 years old,110000.0
United States,Bachelor’s degree,23.0,55-64 years old,25000.0
United States,Master’s degree,7.0,25-34 years old,88000.0
France,Bachelor’s degree,25.0,45-54 years old,90586.0
United States,Bachelor’s degree,36.0,55-64 years old,120000.0
Switzerland,Master’s degree,7.0,25-34 years old,92907.0
United States,Less than a Bachelors,30.0,45-54 years old,240000.0
Canada,Bachelor’s degree,10.0,25-34 years old,193616.0
United States,Bachelor’s degree,8.0,25-34 years old,80000.0
Canada,Master’s degree,5.0,25-34 years old,94539.0
United States,Bachelor’s degree,1.0,18-24 years old,50000.0
Canada,Master’s degree,4.0,25-34 years old,91514.0
United States,Master’s degree,25.0,55-64 years old,185000.0
Italy,Less than a Bachelors,4.0,25-34 years old,36753.0
United States,Bachelor’s degree,12.0,35-44 years old,90000.0
United States,Bachelor’s degree,12.0,25-34 years old,160000.0
United States,Master’s degree,5.0,25-34 years old,269200.0
Brazil,Post grad,1.0,25-34 years old,51540.0
United States,Post grad,7.0,35-44 years old,150000.0
France,Post grad,5.0,45-54 years old,71340.0
Canada,Master’s degree,3.0,35-44 years old,54456.0
United States,Bachelor’s degree,4.0,25-34 years old,80000.0
United Kingdom,Master’s degree,1.0,18-24 years old,41363.0
United States,Master’s degree,25.0,45-54 years old,170000.0
Canada,Bachelor’s degree,10.0,25-34 years old,121010.0
United States,Less than a Bachelors,28.0,55-64 years old,120000.0
Australia,Bachelor’s degree,35.0,65 years or older,26724.0
France,Bachelor’s degree,30.0,45-54 years old,97288.0
Australia,Less than a Bachelors,46.0,55-64 years old,100214.0
Brazil,Bachelor’s degree,5.0,25-34 years old,21996.0
Germany,Less than a Bachelors,3.0,25-34 years old,64859.0
United States,Master’s degree,7.0,25-34 years old,200000.0
United States,Master’s degree,45.0,65 years or older,200000.0
United States,Bachelor’s degree,2.0,25-34 years old,65000.0
India,Master’s degree,1.0,18-24 years old,20943.0
United States,Bachelor’s degree,3.0,25-34 years old,115000.0
Netherlands,Post grad,2.0,25-34 years old,52968.0
United States,Master’s degree,8.0,25-34 years old,93000.0
Australia,Less than a Bachelors,10.0,45-54 years old,100214.0
United States,Master’s degree,4.0,25-34 years old,160000.0
India,Bachelor’s degree,5.0,25-34 years old,16752.0
Canada,Bachelor’s degree,15.0,35-44 years old,75631.0
India,Bachelor’s degree,2.0,18-24 years old,20943.0
Switzerland,Post grad,40.0,55-64 years old,203298.0
France,Master’s degree,17.0,35-44 years old,82155.0
France,Post grad,11.0,25-34 years old,70264.0
India,Bachelor’s degree,11.0,25-34 years old,97732.0
United States,Bachelor’s degree,10.0,25-34 years old,125000.0
Poland,Master’s degree,11.0,25-34 years old,134150.0
United Kingdom,Master’s degree,17.0,35-44 years old,155112.0
Germany,Master’s degree,15.0,35-44 years old,98369.0
Italy,Master’s degree,6.0,25-34 years old,23352.0
Germany,Post grad,21.0,45-54 years old,64860.0
Switzerland,Master’s degree,30.0,55-64 years old,121979.0
United Kingdom,Bachelor’s degree,9.0,25-34 years old,54289.0
United Kingdom,Bachelor’s degree,22.0,35-44 years old,52996.0
Spain,Bachelor’s degree,2.0,18-24 years old,19998.0
Netherlands,Master’s degree,2.0,25-34 years old,43239.0
United Kingdom,Bachelor’s degree,2.0,25-34 years old,72385.0
Switzerland,Master’s degree,5.0,25-34 years old,101649.0
United Kingdom,Bachelor’s degree,12.0,35-44 years old,64630.0
India,Master’s degree,1.0,18-24 years old,34904.0
United Kingdom,Master’s degree,14.0,35-44 years old,129259.0
Germany,Post grad,5.0,25-34 years old,86478.0
United Kingdom,Master’s degree,12.0,35-44 years old,77556.0
United Kingdom,Less than a Bachelors,4.0,18-24 years old,28179.0
India,Bachelor’s degree,5.0,25-34 years old,16754.0
United Kingdom,Bachelor’s degree,13.0,25-34 years old,96945.0
Spain,Post grad,15.0,45-54 years old,38916.0
United States,Bachelor’s degree,29.0,45-54 years old,149000.0
Spain,Master’s degree,28.0,45-54 years old,51888.0
United States,Master’s degree,34.0,55-64 years old,168945.0
United Kingdom,Bachelor’s degree,10.0,25-34 years old,90000.0
France,Post grad,15.0,35-44 years old,48644.0
India,Bachelor’s degree,6.0,25-34 years old,31414.0
Germany,Less than a Bachelors,14.0,35-44 years old,51888.0
Poland,Master’s degree,13.0,35-44 years old,77832.0
Italy,Bachelor’s degree,5.0,25-34 years old,45401.0
United States,Less than a Bachelors,25.0,45-54 years old,160000.0
United States,Bachelor’s degree,30.0,55-64 years old,103000.0
Switzerland,Master’s degree,14.0,35-44 years old,91488.0
Brazil,Master’s degree,10.0,35-44 years old,13740.0
United Kingdom,Bachelor’s degree,16.0,35-44 years old,135722.0
Germany,Post grad,9.0,35-44 years old,42780.0
United Kingdom,Post grad,2.0,35-44 years old,33607.0
Australia,Bachelor’s degree,14.0,35-44 years old,73491.0
Italy,Master’s degree,31.0,45-54 years old,84316.0
Spain,Less than a Bachelors,14.0,35-44 years old,42156.0
Brazil,Bachelor’s degree,15.0,35-44 years old,29779.0
Netherlands,Post grad,7.0,25-34 years old,58368.0
Canada,Bachelor’s degree,20.0,45-54 years old,75631.0
United States,Master’s degree,5.0,25-34 years old,115000.0
Spain,Master’s degree,4.0,25-34 years old,28646.0
Spain,Master’s degree,15.0,35-44 years old,51887.0
United States,Bachelor’s degree,23.0,45-54 years old,155000.0
Germany,Bachelor’s degree,12.0,35-44 years old,123228.0
France,Master’s degree,6.0,18-24 years old,12972.0
Brazil,Less than a Bachelors,13.0,35-44 years old,71472.0
United States,Bachelor’s degree,6.0,35-44 years old,100000.0
Canada,Bachelor’s degree,23.0,35-44 years old,75631.0
United States,Master’s degree,9.0,35-44 years old,180000.0
United States,Bachelor’s degree,11.0,35-44 years old,162000.0
France,Master’s degree,4.0,18-24 years old,48644.0
United States,Less than a Bachelors,6.0,25-34 years old,60000.0
United States,Master’s degree,4.0,25-34 years old,150000.0
France,Post grad,12.0,25-34 years old,48000.0
United States,Master’s degree,8.0,35-44 years old,135000.0
United States,Master’s degree,9.0,25-34 years old,118800.0
Italy,Less than a Bachelors,13.0,35-44 years old,27240.0
Germany,Post grad,7.0,35-44 years old,71345.0
United States,Master’s degree,22.0,45-54 years old,66000.0
United States,Bachelor’s degree,0.5,25-34 years old,53000.0
Canada,Bachelor’s degree,36.0,55-64 years old,83194.0
Canada,Master’s degree,7.0,25-34 years old,90758.0
United States,Master’s degree,3.0,35-44 years old,90000.0
Canada,Bachelor’s degree,7.0,35-44 years old,74497.0
India,Bachelor’s degree,5.0,25-34 years old,11630.0
Brazil,Bachelor’s degree,24.0,35-44 years old,73302.0
United States,Post grad,14.0,35-44 years old,230000.0
United States,Less than a Bachelors,11.0,55-64 years old,150000.0
United States,Bachelor’s degree,10.0,35-44 years old,90000.0
India,Bachelor’s degree,7.0,25-34 years old,45376.0
United States,Bachelor’s degree,5.0,25-34 years old,79310.0
United States,Bachelor’s degree,9.0,25-34 years old,180000.0
United States,Bachelor’s degree,13.0,25-34 years old,120000.0
United States,Master’s degree,7.0,25-34 years old,250000.0
United States,Master’s degree,7.0,25-34 years old,69608.0
United States,Master’s degree,6.0,35-44 years old,235000.0
United States,Bachelor’s degree,5.0,25-34 years old,168000.0
United Kingdom,Post grad,22.0,35-44 years old,47826.0
Canada,Post grad,8.0,35-44 years old,65340.0
United States,Post grad,16.0,45-54 years old,71000.0
Germany,Master’s degree,30.0,45-54 years old,90802.0
France,Master’s degree,2.0,18-24 years old,35672.0
United States,Master’s degree,1.0,25-34 years old,90000.0
Germany,Post grad,5.0,18-24 years old,51888.0
United States,Bachelor’s degree,2.0,25-34 years old,65000.0
France,Post grad,6.0,25-34 years old,25944.0
Germany,Master’s degree,5.0,35-44 years old,129718.0
Germany,Master’s degree,12.0,35-44 years old,194580.0
India,Bachelor’s degree,3.0,18-24 years old,11169.0
Switzerland,Post grad,10.0,35-44 years old,137226.0
Germany,Bachelor’s degree,8.0,25-34 years old,58368.0
United States,Bachelor’s degree,2.0,18-24 years old,50000.0
Poland,Less than a Bachelors,5.0,18-24 years old,34596.0
India,Master’s degree,12.0,35-44 years old,16752.0
United States,Bachelor’s degree,5.0,25-34 years old,52000.0
United Kingdom,Less than a Bachelors,1.0,Under 18 years old,12894.0
United States,Post grad,10.0,35-44 years old,150000.0
United Kingdom,Bachelor’s degree,21.0,35-44 years old,109871.0
Italy,Less than a Bachelors,9.0,25-34 years old,51887.0
United States,Master’s degree,3.0,25-34 years old,89000.0
Germany,Post grad,15.0,45-54 years old,155664.0
Germany,Post grad,15.0,45-54 years old,116748.0
United Kingdom,Master’s degree,20.0,45-54 years old,155111.0
United Kingdom,Bachelor’s degree,25.0,45-54 years old,46536.0
United Kingdom,Bachelor’s degree,8.0,25-34 years old,90482.0
United Kingdom,Post grad,10.0,25-34 years old,258519.0
Switzerland,Post grad,5.0,35-44 years old,172803.0
United States,Bachelor’s degree,13.0,45-54 years old,110000.0
United States,Master’s degree,20.0,35-44 years old,31200.0
United Kingdom,Post grad,4.0,25-34 years old,32568.0
United Kingdom,Post grad,7.0,35-44 years old,74970.0
United States,Master’s degree,8.0,25-34 years old,150000.0
United Kingdom,Bachelor’s degree,21.0,35-44 years old,109871.0
Australia,Bachelor’s degree,15.0,45-54 years old,78104.0
Australia,Bachelor’s degree,6.0,25-34 years old,60129.0
Spain,Master’s degree,6.0,25-34 years old,11676.0
Canada,Bachelor’s degree,26.0,45-54 years old,170170.0
United States,Master’s degree,8.0,25-34 years old,80000.0
Australia,Bachelor’s degree,8.0,35-44 years old,63336.0
Canada,Less than a Bachelors,16.0,35-44 years old,173952.0
United Kingdom,Master’s degree,25.0,35-44 years old,18612.0
United States,Less than a Bachelors,10.0,25-34 years old,130000.0
United States,Bachelor’s degree,9.0,25-34 years old,135000.0
United States,Master’s degree,4.0,35-44 years old,115000.0
Canada,Post grad,14.0,35-44 years old,63530.0
Australia,Bachelor’s degree,8.0,25-34 years old,86853.0
United States,Master’s degree,23.0,35-44 years old,248000.0
Canada,Master’s degree,10.0,25-34 years old,83194.0
India,Bachelor’s degree,4.0,25-34 years old,17801.0
United States,Bachelor’s degree,5.0,25-34 years old,88000.0
United States,Master’s degree,3.0,35-44 years old,145000.0
United States,Less than a Bachelors,23.0,45-54 years old,72000.0
United States,Bachelor’s degree,14.0,35-44 years old,61880.0
United States,Master’s degree,1.0,18-24 years old,90000.0
Germany,Bachelor’s degree,29.0,45-54 years old,71345.0
United States,Less than a Bachelors,2.0,18-24 years old,114000.0
United States,Bachelor’s degree,37.0,45-54 years old,250000.0
India,Bachelor’s degree,5.0,25-34 years old,21641.0
United States,Master’s degree,11.0,25-34 years old,165000.0
United States,Less than a Bachelors,36.0,55-64 years old,125000.0
United States,Master’s degree,1.0,25-34 years old,70000.0
United States,Bachelor’s degree,30.0,55-64 years old,70000.0
United Kingdom,Post grad,7.0,25-34 years old,51704.0
Brazil,Less than a Bachelors,2.0,18-24 years old,27397.0
Germany,Master’s degree,7.0,25-34 years old,25428.0
India,Bachelor’s degree,10.0,25-34 years old,32880.0
India,Master’s degree,4.0,25-34 years old,20943.0
United States,Bachelor’s degree,5.0,18-24 years old,95000.0
United States,Bachelor’s degree,21.0,35-44 years old,298000.0
Germany,Master’s degree,15.0,35-44 years old,97288.0
Australia,Bachelor’s degree,35.0,55-64 years old,13362.0
France,Master’s degree,0.5,18-24 years old,25944.0
